target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
brown_hair,0.6461973910903274,0.8107309869554516,single,wearing_hat,diff_means,2,0.6441053408811224,0.0020920502092049986,,
bushy_eyebrows,0.5278761061946903,0.5163716814159292,single,wearing_hat,diff_means,2,0.5256637168141592,0.0022123893805310324,,
chubby,0.6824614065180102,0.7463550600343053,single,wearing_hat,diff_means,2,0.6801029159519726,0.002358490566037652,,
double_chin,0.6345132743362832,0.7466076696165193,single,wearing_hat,diff_means,2,0.6389380530973452,-0.004424778761061954,,
eyeglasses,0.8571893298633702,0.9496235709638442,single,wearing_hat,diff_means,2,0.8670415466121386,-0.009852216748768461,,
goatee,0.6624639222239102,0.6846422603676136,single,wearing_hat,diff_means,2,0.6323864499468328,0.030077472277077355,,
gray_hair,0.8884297520661157,0.9660566706021252,single,wearing_hat,diff_means,2,0.8884297520661157,0.0,,
heavy_makeup,0.5651138716356108,0.6157349896480331,single,wearing_hat,diff_means,2,0.5651138716356108,0.0,,
high_cheekbones,0.5257936507936508,0.4794766865079365,single,wearing_hat,diff_means,2,0.5223214285714286,0.00347222222222221,,
male,0.9778481012658228,0.9781710152415398,single,wearing_hat,diff_means,2,0.9778481012658228,0.0,,
mouth_slightly_open,0.5433662516101331,0.5672575599582899,single,wearing_hat,diff_means,2,0.5481199779181746,-0.004753726308041495,,
