concept,method,debias_layer,downstream_layer,layers_after,label,mmd2
eyeglasses,diff_means,10,15,5,neg,0.001467804497812475
eyeglasses,diff_means,10,16,6,pos,0.001285494893047856
eyeglasses,diff_means,10,16,6,neg,0.0006686531279072039
eyeglasses,diff_means,10,17,7,pos,0.00014907985579171168
eyeglasses,diff_means,10,17,7,neg,0.0013373595831007723
eyeglasses,diff_means,10,18,8,pos,0.0
eyeglasses,diff_means,10,18,8,neg,0.00038415134050673316
eyeglasses,diff_means,10,19,9,pos,0.0
eyeglasses,diff_means,10,19,9,neg,9.917125792280324e-05
eyeglasses,diff_means,10,20,10,pos,0.0
eyeglasses,diff_means,10,20,10,neg,0.0
eyeglasses,diff_means,10,21,11,pos,0.0
eyeglasses,diff_means,10,21,11,neg,0.0
eyeglasses,diff_means,10,22,12,pos,0.0
eyeglasses,diff_means,10,22,12,neg,0.0
eyeglasses,diff_means,10,23,13,pos,0.0
eyeglasses,diff_means,10,23,13,neg,0.0
eyeglasses,diff_means,11,11,0,pos,0.014291936605308253
eyeglasses,diff_means,11,11,0,neg,0.0043953033698749255
eyeglasses,diff_means,11,12,1,pos,0.01042869772718169
eyeglasses,diff_means,11,12,1,neg,0.005428520218975885
eyeglasses,diff_means,11,13,2,pos,0.007307281491343742
eyeglasses,diff_means,11,13,2,neg,0.0022145325645450686
eyeglasses,diff_means,11,14,3,pos,0.005958585126531135
eyeglasses,diff_means,11,14,3,neg,0.0034309689093556806
eyeglasses,diff_means,11,15,4,pos,0.002836039575952354
eyeglasses,diff_means,11,15,4,neg,0.002811129561235859
eyeglasses,diff_means,11,16,5,pos,0.001101634603981605
eyeglasses,diff_means,11,16,5,neg,0.00045031275689577654
eyeglasses,diff_means,11,17,6,pos,0.0
eyeglasses,diff_means,11,17,6,neg,0.0
eyeglasses,diff_means,11,18,7,pos,0.0
eyeglasses,diff_means,11,18,7,neg,0.00032638026980347234
eyeglasses,diff_means,11,19,8,pos,0.0
eyeglasses,diff_means,11,19,8,neg,0.00021228903777137376
eyeglasses,diff_means,11,20,9,pos,0.0
eyeglasses,diff_means,11,20,9,neg,0.0
eyeglasses,diff_means,11,21,10,pos,0.0
eyeglasses,diff_means,11,21,10,neg,0.0
eyeglasses,diff_means,11,22,11,pos,0.0
eyeglasses,diff_means,11,22,11,neg,0.0
eyeglasses,diff_means,11,23,12,pos,0.0
eyeglasses,diff_means,11,23,12,neg,0.0
eyeglasses,diff_means,12,12,0,pos,0.0
eyeglasses,diff_means,12,12,0,neg,0.0
eyeglasses,diff_means,12,13,1,pos,0.0
eyeglasses,diff_means,12,13,1,neg,0.0
eyeglasses,diff_means,12,14,2,pos,0.0
eyeglasses,diff_means,12,14,2,neg,0.0
eyeglasses,diff_means,12,15,3,pos,0.0
eyeglasses,diff_means,12,15,3,neg,0.0
eyeglasses,diff_means,12,16,4,pos,0.0
eyeglasses,diff_means,12,16,4,neg,0.0
eyeglasses,diff_means,12,17,5,pos,0.0
eyeglasses,diff_means,12,17,5,neg,0.0
eyeglasses,diff_means,12,18,6,pos,0.0
eyeglasses,diff_means,12,18,6,neg,0.0
eyeglasses,diff_means,12,19,7,pos,0.0
eyeglasses,diff_means,12,19,7,neg,0.0
eyeglasses,diff_means,12,20,8,pos,0.0
eyeglasses,diff_means,12,20,8,neg,0.0
eyeglasses,diff_means,12,21,9,pos,0.0
eyeglasses,diff_means,12,21,9,neg,0.0
eyeglasses,diff_means,12,22,10,pos,0.0
eyeglasses,diff_means,12,22,10,neg,0.0
eyeglasses,diff_means,12,23,11,pos,0.0
eyeglasses,diff_means,12,23,11,neg,0.0
eyeglasses,diff_means,13,13,0,pos,0.0
eyeglasses,diff_means,13,13,0,neg,0.00017946510010302674
eyeglasses,diff_means,13,14,1,pos,0.0
eyeglasses,diff_means,13,14,1,neg,0.0
eyeglasses,diff_means,13,15,2,pos,0.0
eyeglasses,diff_means,13,15,2,neg,1.136223006614756e-05
eyeglasses,diff_means,13,16,3,pos,0.0
eyeglasses,diff_means,13,16,3,neg,0.00012866590452809135
eyeglasses,diff_means,13,17,4,pos,0.0
eyeglasses,diff_means,13,17,4,neg,0.0
